text,BIO_anno,class
楼主能说说广发中信浦发野鸡在哪吗，我还在养征信中，想办这些卡,O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
我这边挺好的，只需要良民证就能激活,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
年前给朋友找的，他公积金2600，工资1.2，有房，线下鼎致下卡7万，他负债20多个，你资质好多啦,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
唉兄弟，逾期3万，我一个月存1000。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
不是吧！我办的浦发的还是很快的,O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
不敢用啊，网贷毕竟上征信。羡慕老哥信用卡额度高，我的所有卡基本没提过额度，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
套现一般不会降额，征信出现小额贷款四个字会降额,O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O,2
一个网点行长跟我说过，公务员或者有定期存款,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
我呆账，征信黑，能下吗,O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O,2
鼎致额度一般，想试下再申一张鼎雅能不能加点额度,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
有什么办法可以搞它么，太难了,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
连续三次主动，额度现在比较满意,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
可以，有效期延长5年。招行的就可以的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O,2
定期消费贷款月息7%???邮政服务3%香,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,2
论坛上很多都说上海银行的美团就不在征信上体现，只有办卡时候的一个审核,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
成功率不高呗,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
交通30k,B-BANK I-BANK O O O,2
我负债6万多照样提额了,O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我如果是你，我就不管招商……,O O O O O O O O O O B-BANK I-BANK O O,2
每月5000分，连续6个月，100元分期，或者,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
查询多吗,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O,2
问了有啥用吗？感觉没啥用,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
我不需要保存。直接去经销店说要做定制卡，大堂经理立马给你办，效率很高,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
除了以上四个主要环节外，在理财资金的投资运作中，信息披露和集中登记会贯穿始终。,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O,2
兄弟，你还过吗？怎么知道是假的？,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不缺钱的话，建议广发干掉，办个建行工商，邮储。完美六行,O O O O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK B-BANK I-BANK O B-BANK I-BANK O O O O O,2
没有也没有信用,O O O O O B-COMMENTS_N I-COMMENTS_N,2
我一个月换了四年4800多，利息6W左右,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
放心，过两天就拒了,O O O O O O O B-COMMENTS_ADJ O,2
隔天几点，有确定的时间么,O O O O O O O O O O O O,2
我也申请了，审核中,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
说出你的故事，再谈降额,O O O O O O O O O B-COMMENTS_ADJ O,2
不知道你有没有真正消费过。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
15，还没发。卡我要发誓。,O O O O O O O O O O O O O,2
借呗这么高,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ,2
上个月16号刷了2000，没查黑名单。今天回答2,O O O O O O O O O O O O O O O O O O O O O O O O,2
我已经还了2.5个利息了,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
为什么我的1万8·····下卡一年变1万5:Q,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
不用在申请的时候指定的网点才能激活吗？,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
前几天从3提到3.6，这个利率有点高啊,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
我五行??25000额度，刚了几次白金都拒了，我看你还是省省吧,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
优质客户指的是行政事业单位，有学历，高额五险一金，有房贷。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
感觉我更适合高铁白好点.这种三倍积分要各种抢的太难了.打不过神仙,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
到了要削一张吗，注销了安心些,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
比如我都比这个高,O O O O O O O O,2
居然还有担保费，见识了,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O,2
我昨晚申请白金秒拒了后来申了个普卡??就秒过了,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
一般情况都能，放心吧,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
借呗借了15万，其他信用卡基本算是0负债。千八百的。,B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
一般来说，年费便宜的利息肯定没那么好。??,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
运通申请有什么要求,O O O O O O O O O,2
昨天面对面签付卡金卡过了，没想到强哥周六周日复习,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
2、资金投资收益对于个人财富的积累有较为显著的提升，尤其是当投资收益率超过 14% 时，投资收益甚至超过人力资本收入。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
楼主在贵州地区可选择银行太多了，你这条件大把银行可下看我签名吧同地区十一行??个体户一枚条件不如你,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我从一万到10万的卡都有，你可以试试,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
风险低,O O B-COMMENTS_ADJ,2
有张招行的猫咪卡,O O B-BANK I-BANK O O O O,2
3000多净贷款未结清,O O O O O O B-PRODUCT I-PRODUCT O O O,2
就是这个多利白金吗？不知道支付宝申请能不能调用支付宝的账户信息，我主要储蓄理财都在支付宝里,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
兄弟，他家是投诉到上海还是福建银监会啊？？,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
我也申请了估计拒了,O O O O O O O B-COMMENTS_ADJ O,2
没下架，降级批卡。系统默认3p的降级卡种是东航金，申请的时候有提示。,O O O O B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,2
为啥，基金是自己认购的哦,O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
周一去试试吧，人家周六周天不上班。真难,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
请增下我在那儿可以看到这些可用商户？,O O O O O O O O O O O O O O O O O O,2
卡额度上限是什么意思啊，比如卡额度1万，刷了5倍的商户，最多到5万积分还是只有1万呢？,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
验证晚了，忘了密码，提交完半小时才成功验证公积金，所以拒了。试问要等多久才能再申请,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
什么卡额度多少,O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
审核了多久，老哥，我两个小时无回访批卡,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
一直全款没问题，肯定你哪出问题了，现在银行大数据很厉害的。,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
同款短信??想问额度怎么看,O O O O O O O O O O O O O,2
什么意思，9倍积分封顶3万，好吗？,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
没注销还留着呢,O B-COMMENTS_N I-COMMENTS_N O O O O,2
光大37k19年3月已注销,B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
顾名思义，这类理财产品的特点就是：收益率会不断浮动，而且浮动幅度很大。,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不知道是不是万年不提的额度。,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我也去申请三提了，沾沾运气,O O O O O O O O O O O O O,2
你看中的，就是它唯一的权益,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
下周收到，我看下额度,O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
不管什么渠道，一人一年五万美元，额度还不错哦,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
这个涨幅接近200%？一般有那么多,O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ,2
工行故宫金85k,B-BANK I-BANK O O O O O O,2
但是我没房没车啊，额度是会很低的么,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O,2
一家行要那么多卡干嘛？额度一样么,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
我可以很负责任的告诉你，那是假的！再没钱也要每个月还百八十就可以了！,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
【交行标准金】2.3--3.8--5,O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
老油控风低,O O O O B-COMMENTS_ADJ,2
固定收益类资产主要包括了银行定期存款、协议存款、国债、金融债、企业债、可转换债券等等。这类资产都有一个特征：具备到期还本付息，利息在一定时间内相对「固定」的特性。,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
光大银行每个地区不一样的，好像有的地区不需要去分行，有的地区需要。你打光大总行咨询一下,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
为啥现在人都把信用卡额度当成自己的钱呢？说白了就是你借银行的钱，人家说借你就借你，不借你就不借你，降...,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
有公积金社保吗？是否回访电话？,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
公积金不够，就等名额提到5万就行了。,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
要求太高。如果你有他家的信用卡，为什么不存钱？工行的所有国有银行,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-BANK I-BANK O O O O O O O,2
俺没有老油条的卡，老油条不批我。但是我觉得客服是专业的，工商银行我就问过，他们云闪付积分都不给。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
找几个人帮你扫付款码，多走流水,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
因为月底的原因才遇到的。有点坑啊,O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
你越打电话越不提，不打了，蹭蹭给你提，招行恶心不,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
怎么才能达到资格请指教，感觉好难,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
并没有。。中农建邮平一直拒,O O O O O O O O O O O O B-COMMENTS_ADJ,2
话说这个是属于金卡类别么？,O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
比你高几k哪家都不是必电审的电审就是有疑问一问十几年前首卡优质卡员还是自己人他填错资料后台一周后电了半小时你悠着点上个单卡80k问题不大...,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
额度普遍较低，提额度也挺容易的,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4008895580中国邮政储蓄银行，直接打这个电话,O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK I-BANK I-BANK I-BANK I-BANK O O O O O O O O,2
稳了，就差面签了。我已十六行了，还能下柳州银行吗？,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O,2
有的走了特殊渠道，15个点。,O O O O O O O O O O O O O O,2
我5月一个月查询都30多次上个月宁波刷了12万也没冻结估计看脸随便找个理由冻结你,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
资质优秀柜台申，一般就网申靠谱,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
平时用中信卡吗,O O O B-BANK I-BANK O O,2
图片有啊，2W啊，下卡短信没提示额度，以为几千的菜卡，没想到还有点水,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
菜卡是值得额度低。。。,B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O,2
当然，投资的花样也很多，广阔天地，哪里赚钱投哪里。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
怎么别人都是10w起，建设银行就是的啊,O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O,2
余额宝里一丢，安全又稳定,B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
先协商了一下，然后抱怨道。目前这是唯一的办法,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,0
其实你应该感谢浦发降薪，继续发卡，多欠钱,O O O O O O O B-BANK I-BANK B-COMMENTS_ADJ O O O O O O O O O O,2
我1号申请的，昨晚下班才接到回访，今天早上看审核通过了，但是还没有短信额度也查不到,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
EMS联名卡??不知道在哪里查额度。。,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
这额度也太低了，楼主去开卡了吗,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
我们来看看自己，额度提的还是很快的,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
然而并没有什么卵用啊,O O O O O O O O O O,2
是的，占用专项分期额度，入帐后，可使用固额恢复。,O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
好的，白银等级很容易。,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
都有建行2w的工商额度,O O B-BANK I-BANK O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N,2
没有视频，我看短信上有一条短信回访。,O O O O O O O O O O O O O O O O O O,2
除了银行就只能是正规的网贷平台比较低了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
喜欢额度就不要犹豫。羊毛党就另说,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
我买的天天成长提额有没有用,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
二卡共享额度，首卡也不难，这是小白金没什么权益,O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
芝麻信用_850,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
这是什么操作？牛,O O O O O O O B-COMMENTS_ADJ,2
也就是说申请东航是3p卡，是这个意思吗,O O O O O O O O O O O O O O O O O O O,2
等待期间你可以干些其它事情啊。,O O O O O O O O O O O O O O O,2
"绑定借记卡自动还款,免管理费的活动,在哪看到的?",O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
哈哈哈，笑死人，按理说应该秒批的，不管额度怎么样,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
被拒后有没有去线下网点？,O B-COMMENTS_ADJ O O O O O O O O O O,2
我办了，都是第三方的，要求30%六期。?这分期也太贵了吧,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
少个零，按这个数字你这是降额了，手续费可以谈的，你这有点高,O O O O O O O O O O O O B-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ,2
欠了十五万看来就得给协商了，注销了以后再重新申请了只能，还有信用卡逾期还清了以后五年才能给办理房贷...,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
年收入填的多少，还有电话分机号填了吗,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
要分解通讯录吗？不至于吧，,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
而且你这个代价很低了，才不到1500的手续费大概,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
额度多少呢？,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
不是吧，我刚给我媳妇邀请办了批了5w，我妹前两年也是电话邀请办的下卡1.5w，飞速提额。现在都10w+了。但是去年老限制交易金额，就没怎么用了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
强硬，提高量就好，羊毛,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
我注销了，410省份网点核身太麻烦，要么工作地和户籍地一致，要么户籍地是网点所在城区。上面两点有任何一点不符就必须在工作地所在的网点带工作证明才能面签。我户籍许...,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O,0
三是一些第三方支付机构接受的交易不再积点，所以,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
抠门银行，没毛，也没新户礼，你说抠门不,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
有什么查的，不是抢劫，完了,O O O O O O O O O O O O O,2
有点贵，但也不错！看下面这一堆降额。你提到了。虽然花费了2700元，但配额增加得够快了?还不错,O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
哦，那就要慢慢提额度么？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
加油啊兄弟我最近推了好多次了,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
手机还是电脑！手机还是兴业银行的好招！还有,O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,2
征信报告只有微粒贷，其他什么都没有。我有建设，农业，邮政工商华夏。恒丰上海中信民生广州，都没事情，随便用随便空。有分期，只有平安。降额...,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O B-BANK I-BANK O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O B-COMMENTS_ADJ O O O O,2
倒霉，我申请的中行的信用卡没批,O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
同种类，同待遇，所以大家都是一样的，放心吧,O O O O O O O O O O O O O O O O O O O O O,2
我用过的卡里，只有废行是算到下期,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
定期2%左右吧理财4%到5%余额宝3% 支付宝里的定期理财4%到5%靠谱的P2P 美国上市那几个，国内排名前10的那种8到12% 放心，都安全，看你配置啦。,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
兴业银行没有借记卡，只有信用卡，没有收到信息。,B-BANK I-BANK I-BANK I-BANK O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
在app可以查看到进度不,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
没见过这个银行,O O O O O O O,2
请等待完整的纸质申请表。3月12号填信息，22号就能看到了。目前仍在审查中。额度应该不会低,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
手刷有积分吗？,O O O B-PRODUCT I-PRODUCT O O,2
普通的信用卡而已,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
我要回来了20万积分,O O O O O O O O B-PRODUCT I-PRODUCT,2
我也是，前后搞了八张占了六张都带4，现在连第九张刚下的车主白0242也是个极品，无语了！,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0
同问，是直接抵扣账单还是刷卡抵扣？,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O,2
